DrugBank ID,Name,Type,UniProt ID,UniProt Name,SMILES
DB14672,Oxazepam acetate,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14715,Cinazepam,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
DB14719,Bentazepam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14719,Bentazepam,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
DB14723,Larotrectinib,SmallMoleculeDrug,P04629,High affinity nerve growth factor receptor,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1
DB14723,Larotrectinib,SmallMoleculeDrug,Q16620,BDNF/NT-3 growth factors receptor,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1
DB14723,Larotrectinib,SmallMoleculeDrug,Q16288,NT-3 growth factor receptor,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1
DB14754,Solriamfetol,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter,NC(=O)OC[C@H](N)Cc1ccccc1
DB14754,Solriamfetol,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter,NC(=O)OC[C@H](N)Cc1ccccc1
DB14761,Remdesivir,SmallMoleculeDrug,P0DTD1,Replicase polyprotein 1ab,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1
DB14761,Remdesivir,SmallMoleculeDrug,P0C6X7,Replicase polyprotein 1ab,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1
DB14761,Remdesivir,SmallMoleculeDrug,K9N7C7,Replicase polyprotein 1ab,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1
DB14761,Remdesivir,SmallMoleculeDrug,Q05318,RNA-directed RNA polymerase L,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1
DB14783,Diroximel fumarate,SmallMoleculeDrug,Q9GZZ6,Neuronal acetylcholine receptor subunit alpha-10,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O
DB14840,Ripretinib,SmallMoleculeDrug,P10721,Mast/stem cell growth factor receptor Kit,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21
DB14840,Ripretinib,SmallMoleculeDrug,P09619,Platelet-derived growth factor receptor beta,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21
DB14840,Ripretinib,SmallMoleculeDrug,Q02763,Angiopoietin-1 receptor,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21
DB14840,Ripretinib,SmallMoleculeDrug,P35968,Vascular endothelial growth factor receptor 2,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21
DB14840,Ripretinib,SmallMoleculeDrug,P15056,Serine/threonine-protein kinase B-raf,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21
DB14840,Ripretinib,SmallMoleculeDrug,P16234,Platelet-derived growth factor receptor alpha,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21
DB14845,Filgotinib,SmallMoleculeDrug,P23458,Tyrosine-protein kinase JAK1,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1
DB14879,Cefiderocol,SmallMoleculeDrug,Q51504,Cell division protein,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O
DB14879,Cefiderocol,SmallMoleculeDrug,Q07806,Penicillin-binding protein 1A,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O
DB14879,Cefiderocol,SmallMoleculeDrug,Q9X6W0,Penicillin-binding protein 1B,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O
DB14879,Cefiderocol,SmallMoleculeDrug,Q9X6V3,Penicillin-binding protein 2,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O
DB14879,Cefiderocol,SmallMoleculeDrug,P24228,D-alanyl-D-alanine carboxypeptidase DacB,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O
DB14881,Oliceridine,SmallMoleculeDrug,P35372,Mu-type opioid receptor,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1
DB14895,Vibegron,SmallMoleculeDrug,P13945,Beta-3 adrenergic receptor,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21
DB14914,Flortaucipir F-18,SmallMoleculeDrug,P10636,Microtubule-associated protein tau,[18F]c1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1
DB14914,Flortaucipir F-18,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A,[18F]c1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1
DB14914,Flortaucipir F-18,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B,[18F]c1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1
DB14975,Voxelotor,SmallMoleculeDrug,P69905,Hemoglobin subunit alpha,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O
DB15035,Zanubrutinib,SmallMoleculeDrug,Q06187,Tyrosine-protein kinase BTK,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15035,Zanubrutinib,SmallMoleculeDrug,P00533,Epidermal growth factor receptor,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15035,Zanubrutinib,SmallMoleculeDrug,P04626,Receptor tyrosine-protein kinase erbB-2,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15035,Zanubrutinib,SmallMoleculeDrug,Q15303,Receptor tyrosine-protein kinase erbB-4,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15035,Zanubrutinib,SmallMoleculeDrug,Q08881,Tyrosine-protein kinase ITK/TSK,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15035,Zanubrutinib,SmallMoleculeDrug,P51813,Cytoplasmic tyrosine-protein kinase BMX,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15035,Zanubrutinib,SmallMoleculeDrug,O60674,Tyrosine-protein kinase JAK2,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15035,Zanubrutinib,SmallMoleculeDrug,P42680,Tyrosine-protein kinase Tec,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15035,Zanubrutinib,SmallMoleculeDrug,P51451,Tyrosine-protein kinase Blk,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15035,Zanubrutinib,SmallMoleculeDrug,P52333,Tyrosine-protein kinase JAK3,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15035,Zanubrutinib,SmallMoleculeDrug,Q13882,Protein-tyrosine kinase 6,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15035,Zanubrutinib,SmallMoleculeDrug,P09769,Tyrosine-protein kinase Fgr,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15035,Zanubrutinib,SmallMoleculeDrug,P42685,Tyrosine-protein kinase FRK,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15035,Zanubrutinib,SmallMoleculeDrug,P06239,Tyrosine-protein kinase Lck,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15035,Zanubrutinib,SmallMoleculeDrug,P42681,Tyrosine-protein kinase TXK,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DB15091,Upadacitinib,SmallMoleculeDrug,P23458,Tyrosine-protein kinase JAK1,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12
DB15102,Pemigatinib,SmallMoleculeDrug,P11362,Fibroblast growth factor receptor 1,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21
DB15102,Pemigatinib,SmallMoleculeDrug,P21802,Fibroblast growth factor receptor 2,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21
DB15102,Pemigatinib,SmallMoleculeDrug,P22607,Fibroblast growth factor receptor 3,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21
DB15102,Pemigatinib,SmallMoleculeDrug,P22455,Fibroblast growth factor receptor 4,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21
DB15233,Avapritinib,SmallMoleculeDrug,P10721,Mast/stem cell growth factor receptor Kit,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1
DB15250,Vercirnon,SmallMoleculeDrug,P51686,C-C chemokine receptor type 9,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1
DB15327,Abivertinib,SmallMoleculeDrug,P00533,Epidermal growth factor receptor,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1
DB15327,Abivertinib,SmallMoleculeDrug,Q06187,Tyrosine-protein kinase BTK,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1
DB15328,Ubrogepant,SmallMoleculeDrug,Q16602,Calcitonin gene-related peptide type 1 receptor,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F
DB15444,Elexacaftor,SmallMoleculeDrug,P13569,Cystic fibrosis transmembrane conductance regulator,Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C
DB15463,PT2977,SmallMoleculeDrug,Q99814,Endothelial PAS domain-containing protein 1,
DB15488,Echinacoside,SmallMoleculeDrug,Q92847,Growth hormone secretagogue receptor type 1,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
DB15488,Echinacoside,SmallMoleculeDrug,P10275,Androgen receptor,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
DB15489,Mexazolam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15489,Mexazolam,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
DB15493,Cambinol,SmallMoleculeDrug,Q96EB6,NAD-dependent protein deacetylase sirtuin-1,O=c1[nH]c(=S)[nH]c(-c2ccccc2)c1Cc1c(O)ccc2ccccc12
DB15493,Cambinol,SmallMoleculeDrug,Q8IXJ6,NAD-dependent protein deacetylase sirtuin-2,O=c1[nH]c(=S)[nH]c(-c2ccccc2)c1Cc1c(O)ccc2ccccc12
